measurementID,eventID,measurementType,measurementValue,measurementUnit,measurementDeterminedDate,measurementMethod,measurementRemarks
PR16R1_20210526_S10,PR16R1_20210526,nitrogen,0.176995,percentage,20210526,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
PR16R1_20210526_S11,PR16R1_20210526,carbon,6.2,percentage,20210526,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
PR16R1_20210526_S12,PR16R1_20210526,carbon to nitrogen ratio,35.02923811407102,ratio,20210526,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
PR16R1_20210526_S13,PR16R1_20210526,cation exchange capacity,20,cmol(+)kg-1,20210526,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
PR16R1_20210526_S15,PR16R1_20210526,oxidizable organic matter,2.71,percentage,20210526,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
PR16R1_20210526_S16,PR16R1_20210526,soil pH value,7.44,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR16R1_20210526_S18,PR16R1_20210526,EEZ soil pH value,7.44,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR16R1_20210526_S17,PR16R1_20210526,pH value,7.09,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
PR16R2_20210526_S01,PR16R2_20210526,total phosphorus,0.016189523506164552,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
PR16R2_20210526_S14,PR16R2_20210526,phosphorus available,0.016189523506164552,(P2O5) mg kg -1,20210526,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
PR16R2_20210526_S03,PR16R2_20210526,soil moisture,9.227369002670557,percentage,20210526,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
PR16R2_20210526_S06,PR16R2_20210526,iron,2.78740849609375,?,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
PR16R2_20210526_S07,PR16R2_20210526,potassium,1.1420452880859375,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
PR16R2_20210526_S08,PR16R2_20210526,magnesium,2.6766326171875,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
PR16R2_20210526_S09,PR16R2_20210526,sodium,0.03371254730224609,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
PR16R2_20210526_S10,PR16R2_20210526,nitrogen,0.181815,percentage,20210526,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
PR16R2_20210526_S11,PR16R2_20210526,carbon,7,percentage,20210526,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
PR16R2_20210526_S12,PR16R2_20210526,carbon to nitrogen ratio,38.50067376179083,ratio,20210526,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
PR16R2_20210526_S13,PR16R2_20210526,cation exchange capacity,20,cmol(+)kg-1,20210526,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
PR16R2_20210526_S15,PR16R2_20210526,oxidizable organic matter,3.31,percentage,20210526,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
PR16R2_20210526_S16,PR16R2_20210526,soil pH value,7.46,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR16R2_20210526_S18,PR16R2_20210526,EEZ soil pH value,7.46,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR16R2_20210526_S17,PR16R2_20210526,pH value,6.99,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
PR16R3_20210526_S01,PR16R3_20210526,total phosphorus,0.019484813499450682,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
PR16R3_20210526_S14,PR16R3_20210526,phosphorus available,0.019484813499450682,(P2O5) mg kg -1,20210526,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
PR16R3_20210526_S03,PR16R3_20210526,soil moisture,9.684083670482991,percentage,20210526,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
PR16R3_20210526_S06,PR16R3_20210526,iron,2.91615234375,?,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
PR16R3_20210526_S07,PR16R3_20210526,potassium,1.3049317138671874,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
PR16R3_20210526_S08,PR16R3_20210526,magnesium,2.7535794921875,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
PR16R3_20210526_S09,PR16R3_20210526,sodium,0.038746759033203126,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
PR16R3_20210526_S10,PR16R3_20210526,nitrogen,0.22294999999999998,percentage,20210526,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
PR16R3_20210526_S11,PR16R3_20210526,carbon,7.085,percentage,20210526,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
PR16R3_20210526_S12,PR16R3_20210526,carbon to nitrogen ratio,31.77842565597668,ratio,20210526,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
PR16R3_20210526_S13,PR16R3_20210526,cation exchange capacity,18,cmol(+)kg-1,20210526,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
PR16R3_20210526_S15,PR16R3_20210526,oxidizable organic matter,3.06,percentage,20210526,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
PR16R3_20210526_S16,PR16R3_20210526,soil pH value,7.67,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR16R3_20210526_S18,PR16R3_20210526,EEZ soil pH value,7.67,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR16R3_20210526_S17,PR16R3_20210526,pH value,7.14,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
PR16R4_20210526_S01,PR16R4_20210526,total phosphorus,0.01673525447845459,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
PR16R4_20210526_S14,PR16R4_20210526,phosphorus available,0.01673525447845459,(P2O5) mg kg -1,20210526,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
PR16R4_20210526_S03,PR16R4_20210526,soil moisture,11.543426147888667,percentage,20210526,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
PR16R4_20210526_S06,PR16R4_20210526,iron,2.85716416015625,?,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
PR16R4_20210526_S07,PR16R4_20210526,potassium,1.882641455078125,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
PR16R4_20210526_S08,PR16R4_20210526,magnesium,2.3358177734375,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
PR16R4_20210526_S09,PR16R4_20210526,sodium,0.03366670074462891,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
PR16R4_20210526_S10,PR16R4_20210526,nitrogen,0.14085999999999999,percentage,20210526,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
PR16R4_20210526_S11,PR16R4_20210526,carbon,4.79,percentage,20210526,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
PR16R4_20210526_S12,PR16R4_20210526,carbon to nitrogen ratio,34.005395428084626,ratio,20210526,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
PR16R4_20210526_S13,PR16R4_20210526,cation exchange capacity,17,cmol(+)kg-1,20210526,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
PR16R4_20210526_S15,PR16R4_20210526,oxidizable organic matter,2.65,percentage,20210526,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
PR16R4_20210526_S16,PR16R4_20210526,soil pH value,7.8,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR16R4_20210526_S18,PR16R4_20210526,EEZ soil pH value,7.8,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR16R4_20210526_S17,PR16R4_20210526,pH value,7.47,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
PR16E1_20210526_S01,PR16E1_20210526,total phosphorus,0.01419388942718506,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
PR16E1_20210526_S14,PR16E1_20210526,phosphorus available,0.01419388942718506,(P2O5) mg kg -1,20210526,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
PR16E1_20210526_S03,PR16E1_20210526,soil moisture,10.09344065130908,percentage,20210526,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
PR16E1_20210526_S06,PR16E1_20210526,iron,2.9500451171875,?,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
PR16E1_20210526_S07,PR16E1_20210526,potassium,1.822262744140625,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
PR16E1_20210526_S08,PR16E1_20210526,magnesium,2.58004287109375,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
PR16E1_20210526_S09,PR16E1_20210526,sodium,0.04233159637451172,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
PR16E1_20210526_S10,PR16E1_20210526,nitrogen,0.17088,percentage,20210526,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
PR16E1_20210526_S11,PR16E1_20210526,carbon,6.04,percentage,20210526,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
PR16E1_20210526_S12,PR16E1_20210526,carbon to nitrogen ratio,35.346441947565545,ratio,20210526,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
PR16E1_20210526_S13,PR16E1_20210526,cation exchange capacity,18,cmol(+)kg-1,20210526,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
PR16E1_20210526_S15,PR16E1_20210526,oxidizable organic matter,2.31,percentage,20210526,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
PR16E1_20210526_S16,PR16E1_20210526,soil pH value,7.86,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR16E1_20210526_S18,PR16E1_20210526,EEZ soil pH value,7.86,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR16E1_20210526_S17,PR16E1_20210526,pH value,7.36,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
PR16E2_20210526_S01,PR16E2_20210526,total phosphorus,0.017162785339355467,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
PR16E2_20210526_S14,PR16E2_20210526,phosphorus available,0.017162785339355467,(P2O5) mg kg -1,20210526,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
PR16E2_20210526_S03,PR16E2_20210526,soil moisture,11.698257706299003,percentage,20210526,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
PR16E2_20210526_S06,PR16E2_20210526,iron,3.1552265625,?,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
PR16E2_20210526_S07,PR16E2_20210526,potassium,1.657350048828125,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
PR16E2_20210526_S08,PR16E2_20210526,magnesium,2.65756396484375,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
PR16E2_20210526_S09,PR16E2_20210526,sodium,0.0457860595703125,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
PR16E2_20210526_S10,PR16E2_20210526,nitrogen,0.22369,percentage,20210526,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
PR16E2_20210526_S11,PR16E2_20210526,carbon,7.119999999999999,percentage,20210526,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
PR16E2_20210526_S12,PR16E2_20210526,carbon to nitrogen ratio,31.82976440609772,ratio,20210526,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
PR16E2_20210526_S13,PR16E2_20210526,cation exchange capacity,18,cmol(+)kg-1,20210526,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
PR16E2_20210526_S15,PR16E2_20210526,oxidizable organic matter,2.65,percentage,20210526,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
PR16E2_20210526_S16,PR16E2_20210526,soil pH value,7.89,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR16E2_20210526_S18,PR16E2_20210526,EEZ soil pH value,7.89,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR16E2_20210526_S17,PR16E2_20210526,pH value,7.48,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
PR17R1_20210526_S01,PR17R1_20210526,total phosphorus,0.011826682853698731,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
PR17R1_20210526_S14,PR17R1_20210526,phosphorus available,0.011826682853698731,(P2O5) mg kg -1,20210526,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
PR17R1_20210526_S03,PR17R1_20210526,soil moisture,11.73835961556415,percentage,20210526,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
PR17R1_20210526_S06,PR17R1_20210526,iron,1.9352341796875,?,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
PR17R1_20210526_S07,PR17R1_20210526,potassium,0.7791812744140625,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
PR17R1_20210526_S08,PR17R1_20210526,magnesium,1.149759423828125,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
PR17R1_20210526_S09,PR17R1_20210526,sodium,0.0515006591796875,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
PR17R1_20210526_S10,PR17R1_20210526,nitrogen,0.13448,percentage,20210526,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
PR17R1_20210526_S11,PR17R1_20210526,carbon,8.425,percentage,20210526,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
PR17R1_20210526_S12,PR17R1_20210526,carbon to nitrogen ratio,62.64872099940513,ratio,20210526,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
PR17R1_20210526_S13,PR17R1_20210526,cation exchange capacity,17,cmol(+)kg-1,20210526,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
PR17R1_20210526_S15,PR17R1_20210526,oxidizable organic matter,1.69,percentage,20210526,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
PR17R1_20210526_S16,PR17R1_20210526,soil pH value,7.97,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR17R1_20210526_S18,PR17R1_20210526,EEZ soil pH value,7.97,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR17R1_20210526_S17,PR17R1_20210526,pH value,7.48,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
PR17R2_20210526_S01,PR17R2_20210526,total phosphorus,0.015543702220916748,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
PR17R2_20210526_S14,PR17R2_20210526,phosphorus available,0.015543702220916748,(P2O5) mg kg -1,20210526,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
PR17R2_20210526_S03,PR17R2_20210526,soil moisture,11.562250598563466,percentage,20210526,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
PR17R2_20210526_S06,PR17R2_20210526,iron,2.47730869140625,?,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
PR17R2_20210526_S07,PR17R2_20210526,potassium,0.95040849609375,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
PR17R2_20210526_S08,PR17R2_20210526,magnesium,1.87573857421875,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
PR17R2_20210526_S09,PR17R2_20210526,sodium,0.06443194580078125,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
PR17R2_20210526_S10,PR17R2_20210526,nitrogen,0.2599,percentage,20210526,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
PR17R2_20210526_S11,PR17R2_20210526,carbon,9.239999999999998,percentage,20210526,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
PR17R2_20210526_S12,PR17R2_20210526,carbon to nitrogen ratio,35.552135436706415,ratio,20210526,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
PR17R2_20210526_S13,PR17R2_20210526,cation exchange capacity,20,cmol(+)kg-1,20210526,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
PR17R2_20210526_S15,PR17R2_20210526,oxidizable organic matter,3.63,percentage,20210526,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
PR17R2_20210526_S16,PR17R2_20210526,soil pH value,8.02,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR17R2_20210526_S18,PR17R2_20210526,EEZ soil pH value,8.02,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR17R2_20210526_S17,PR17R2_20210526,pH value,7.48,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
PR17R3_20210526_S01,PR17R3_20210526,total phosphorus,0.015856672859191893,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
PR17R3_20210526_S14,PR17R3_20210526,phosphorus available,0.015856672859191893,(P2O5) mg kg -1,20210526,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
PR17R3_20210526_S03,PR17R3_20210526,soil moisture,9.890312471195514,percentage,20210526,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
PR17R3_20210526_S06,PR17R3_20210526,iron,2.9873220703125,?,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
PR17R3_20210526_S07,PR17R3_20210526,potassium,1.3846484375,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
PR17R3_20210526_S08,PR17R3_20210526,magnesium,1.436850537109375,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
PR17R3_20210526_S09,PR17R3_20210526,sodium,0.12086691284179688,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
PR17R3_20210526_S10,PR17R3_20210526,nitrogen,0.134805,percentage,20210526,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
PR17R3_20210526_S11,PR17R3_20210526,carbon,5.515000000000001,percentage,20210526,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
PR17R3_20210526_S12,PR17R3_20210526,carbon to nitrogen ratio,40.91094543970921,ratio,20210526,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
